ISIN,COMPANY,NSE_SYMBOL,BSE_SYMBOL,BSE_CODE,EXCHANGE,PRICE_SOURCE,PRICE_TICKER,LATEST_PRICE,PRICE_DATE,NSE_LISTING_DATE,BSE_LISTING_DATE
0,,,ADSDIAG,523031,BSE,BSE/Yahoo Finance,523031.BO,,,,
IN90NN701011,,,ATLPP,890228,BSE,BSE/Yahoo Finance,890228.BO,,,,
IN90PTR01010,,,ROCKPP,215348,BSE,BSE/Yahoo Finance,215348.BO,,,,
IN9161F01019,,,ANIRITPP,890231,BSE,BSE/Yahoo Finance,890231.BO,,,,
IN9170U01035,,,SURAJINDPP,890226,BSE,BSE/Yahoo Finance,890226.BO,,,,
IN9273A01047,,,APLABPP,890217,BSE,BSE/Yahoo Finance,890217.BO,,,,
IN9316D01014,,,VERTEXPP,890234,BSE,BSE/Yahoo Finance,890234.BO,,,,
IN9572J01019,,,SSFLPP,890221,BSE,BSE/Yahoo Finance,890221.BO,,,,
IN9736H01014,,,GSAILPP,890238,BSE,BSE/Yahoo Finance,890238.BO,,,,
IN9849B01026,,,ACESEPP,890230,BSE,BSE/Yahoo Finance,890230.BO,,,,
INE001F01019,,,MDRNSTL,513303,BSE,BSE/Yahoo Finance,513303.BO,,,,
INE001O01029,,,RISAINTL,530251,BSE,BSE/Yahoo Finance,530251.BO,,,,
INE002B01016,,,MADALA,532344,BSE,BSE/Yahoo Finance,532344.BO,,,,
INE002E01010,,,SAPL,538992,BSE,BSE/Yahoo Finance,538992.BO,,,,
INE003B01014,,,INTSTOIL,530259,BSE,BSE/Yahoo Finance,530259.BO,,,,
INE003F01015,,,MULLER,501477,BSE,BSE/Yahoo Finance,501477.BO,,,,
INE004C01028,,,GUJCOTEX,514386,BSE,BSE/Yahoo Finance,514386.BO,,,,
INE004E01016,,,SDL,524727,BSE,BSE/Yahoo Finance,524727.BO,,,,
INE004Z01011,,,MACH,541973,BSE,BSE/Yahoo Finance,541973.BO,,,,
INE005C01017,,,RTSPOWR,531215,BSE,BSE/Yahoo Finance,531215.BO,,,,
INE005E01013,,,EKANSH,531364,BSE,BSE/Yahoo Finance,531364.BO,,,,
INE005G01026,,,DEEPAI,539559,BSE,BSE/Yahoo Finance,539559.BO,,,,
INE006C01015,,,KZLFIN,511728,BSE,BSE/Yahoo Finance,511728.BO,,,,
INE006F01018,,,NBFOOT,523242,BSE,BSE/Yahoo Finance,523242.BO,,,,
INE007C01021,,,INDRANIB,526445,BSE,BSE/Yahoo Finance,526445.BO,,,,
INE007G01014,,,MHSGRMS,526795,BSE,BSE/Yahoo Finance,526795.BO,,,,
INE008B01013,,,AIMCOPEST,524288,BSE,BSE/Yahoo Finance,524288.BO,,,,
INE008C01011,,,RAYALEMA,526640,BSE,BSE/Yahoo Finance,526640.BO,,,,
INE008N01018,,,TIRTPLS,526675,BSE,BSE/Yahoo Finance,526675.BO,,,,
INE008Z01020,,,SRPL,210337,BSE,BSE/Yahoo Finance,210337.BO,,,,
INE009C01019,,,SRIKPRIND,514442,BSE,BSE/Yahoo Finance,514442.BO,,,,
INE009U01011,,,GHUSHINE,539864,BSE,BSE/Yahoo Finance,539864.BO,,,,
INE00C401011,,,MAL$,210659,BSE,BSE/Yahoo Finance,210659.BO,,,,
INE00C501018,,,AMBANIORGO,201064,BSE,BSE/Yahoo Finance,201064.BO,,,,
INE00CX01017,,,MAHIP,542503,BSE,BSE/Yahoo Finance,542503.BO,,,,
INE00D001018,,,REXPIPES,208145,BSE,BSE/Yahoo Finance,208145.BO,,,,
INE00ER01015,,,ONDOOR,210749,BSE,BSE/Yahoo Finance,210749.BO,,,,
INE00F301010,,,UWCSL,200766,BSE,BSE/Yahoo Finance,200766.BO,,,,
INE00FM01013,,,BAPACK,523186,BSE,BSE/Yahoo Finance,523186.BO,,,,
INE00GK01023,,,YASHHV,544310,BSE,BSE/Yahoo Finance,544310.BO,,,,
INE00IY01012,,,DEEP,541778,BSE,BSE/Yahoo Finance,541778.BO,,,,
INE00MT01022,,,SAJHOTELS,212075,BSE,BSE/Yahoo Finance,212075.BO,,,,
INE00N401018,,,JAKHARIA,205786,BSE,BSE/Yahoo Finance,205786.BO,,,,
INE00NH01017,,,CLSL,210567,BSE,BSE/Yahoo Finance,210567.BO,,,,
INE00NI01015,,,UCL,201277,BSE,BSE/Yahoo Finance,201277.BO,,,,
INE00Q901014,,,SMGOLD,542034,BSE,BSE/Yahoo Finance,542034.BO,,,,
INE00RQ01019,,,MINDPOOL,205653,BSE,BSE/Yahoo Finance,205653.BO,,,,
INE00ST01011,,,BRGIL,544335,BSE,BSE/Yahoo Finance,544335.BO,,,,
INE00SY01011,,,SUPERSHAKT,541701,BSE,BSE/Yahoo Finance,541701.BO,,,,
INE00TV01023,,,SUDARSHAN,543828,BSE,BSE/Yahoo Finance,543828.BO,,,,
INE00U801010,,,PARIN,205337,BSE,BSE/Yahoo Finance,205337.BO,,,,
INE00UG01014,,,KHFM,202216,BSE,BSE/Yahoo Finance,202216.BO,,,,
INE00WS01056,,,GSTL$,208776,BSE,BSE/Yahoo Finance,208776.BO,,,,
INE00WY01013,,,RACONTEUR,541703,BSE,BSE/Yahoo Finance,541703.BO,,,,
INE00Y701026,,,SECL,210309,BSE,BSE/Yahoo Finance,210309.BO,,,,
INE010C01025,,,SWISSMLTRY,523558,BSE,BSE/Yahoo Finance,523558.BO,,,,
INE010R01023,,,ULTRACAB,538706,BSE,BSE/Yahoo Finance,538706.BO,,,,
INE011B01017,,,CLIOINFO,530839,BSE,BSE/Yahoo Finance,530839.BO,,,,
INE011D01013,,,SHERVANI,526117,BSE,BSE/Yahoo Finance,526117.BO,,,,
INE011H01014,,,RAJVIR,532665,BSE,BSE/Yahoo Finance,532665.BO,,,,
INE011R01013,,,ATISHAY,538713,BSE,BSE/Yahoo Finance,538713.BO,,,,
INE012E01035,,,DIANATEA,530959,BSE,BSE/Yahoo Finance,530959.BO,,,,
INE012F01016,,,POLYTEX,512481,BSE,BSE/Yahoo Finance,512481.BO,,,,
INE013E01017,,,PANCARBON,508941,BSE,BSE/Yahoo Finance,508941.BO,,,,
INE013J01016,,,KVFORGE,513369,BSE,BSE/Yahoo Finance,513369.BO,,,,
INE013V01011,,,SHELTER,543963,BSE,BSE/Yahoo Finance,543963.BO,,,,
INE014E01015,,,KLRFM,507598,BSE,BSE/Yahoo Finance,507598.BO,,,,
INE015E01012,,,PARAGONF,531255,BSE,BSE/Yahoo Finance,531255.BO,,,,
INE015F01019,,,RSCINT,530179,BSE,BSE/Yahoo Finance,530179.BO,,,,
INE016C01014,,,RAJINFRA,526823,BSE,BSE/Yahoo Finance,526823.BO,,,,
INE016X01010,,,ARYAN,542176,BSE,BSE/Yahoo Finance,542176.BO,,,,
INE017C01012,,,KISAN,530145,BSE,BSE/Yahoo Finance,530145.BO,,,,
INE017E01018,,,INTECCAP,526871,BSE,BSE/Yahoo Finance,526871.BO,,,,
INE017I01027,,,SERA,512399,BSE,BSE/Yahoo Finance,512399.BO,,,,
INE017P01014,,,ZMULTIPU,504356,BSE,BSE/Yahoo Finance,504356.BO,,,,
INE018S01016,,,RFLL,543256,BSE,BSE/Yahoo Finance,543256.BO,,,,
INE019B01010,,,TRANSCHEM,500422,BSE,BSE/Yahoo Finance,500422.BO,,,,
INE019D01016,,,MAHAVEER,539383,BSE,BSE/Yahoo Finance,539383.BO,,,,
INE01A501027,,,RANJEET,541945,BSE,BSE/Yahoo Finance,541945.BO,,,,
INE01B501018,,,ASRL,541865,BSE,BSE/Yahoo Finance,541865.BO,,,,
INE01BL01012,,,NSL,542628,BSE,BSE/Yahoo Finance,542628.BO,,,,
INE01BT01015,,,MACIND,543934,BSE,BSE/Yahoo Finance,543934.BO,,,,
INE01GR01018,,,DGL,542155,BSE,BSE/Yahoo Finance,542155.BO,,,,
INE01GZ01011,,,CHANDNIMACH,542627,BSE,BSE/Yahoo Finance,542627.BO,,,,
INE01IH01015,,,SYLVANPLY,211713,BSE,BSE/Yahoo Finance,211713.BO,,,,
INE01J501010,,,SHUBHAM,542019,BSE,BSE/Yahoo Finance,542019.BO,,,,
INE01K301012,,,HARISH,542682,BSE,BSE/Yahoo Finance,542682.BO,,,,
INE01MO01013,,,MAHESH,542677,BSE,BSE/Yahoo Finance,542677.BO,,,,
INE01TL01014,,,BOMOXY-B1,509470,BSE,BSE/Yahoo Finance,509470.BO,,,,
INE01YQ01013,,,AUSL,211974,BSE,BSE/Yahoo Finance,211974.BO,,,,
INE01Z401013,,,SHUBHLAXMI,201806,BSE,BSE/Yahoo Finance,201806.BO,,,,
INE01ZJ01015,,,SURANI,200566,BSE,BSE/Yahoo Finance,200566.BO,,,,
INE020S01012,,,GALXBRG,526073,BSE,BSE/Yahoo Finance,526073.BO,,,,
INE021N01011,,,ARIGATO,530267,BSE,BSE/Yahoo Finance,530267.BO,,,,
INE022F01015,,,SHAMROIN,531240,BSE,BSE/Yahoo Finance,531240.BO,,,,
INE023R01018,,,ACEMEN,539661,BSE,BSE/Yahoo Finance,539661.BO,,,,
INE024B01010,,,JOINDRE,531861,BSE,BSE/Yahoo Finance,531861.BO,,,,
INE025D01013,,,HEERAISP,526967,BSE,BSE/Yahoo Finance,526967.BO,,,,
INE026C01013,,,NDASEC,511535,BSE,BSE/Yahoo Finance,511535.BO,,,,
INE026D01011,,,LOTUSCHO,523475,BSE,BSE/Yahoo Finance,523475.BO,,,,
INE026I01010,,,BHAGWOX,509449,BSE,BSE/Yahoo Finance,509449.BO,,,,
INE026L01022,,,TILAK,503663,BSE,BSE/Yahoo Finance,503663.BO,,,,
INE027D01019,,,NETTLINX,511658,BSE,BSE/Yahoo Finance,511658.BO,,,,
INE027F01014,,,CMXLTD,532217,BSE,BSE/Yahoo Finance,532217.BO,,,,
INE027S01017,,,TFLL,539488,BSE,BSE/Yahoo Finance,539488.BO,,,,
INE029B01019,,,COSYN,538922,BSE,BSE/Yahoo Finance,538922.BO,,,,
INE029H01016,,,SUJALA,539117,BSE,BSE/Yahoo Finance,539117.BO,,,,
INE029Q01017,,,BAHETI,209291,BSE,BSE/Yahoo Finance,209291.BO,,,,
INE02AP01013,,,RONI,542145,BSE,BSE/Yahoo Finance,542145.BO,,,,
INE02BR01017,,,CLASELE,512213,BSE,BSE/Yahoo Finance,512213.BO,,,,
INE02BV01019,,,SHIKHARLETR,507952,BSE,BSE/Yahoo Finance,507952.BO,,,,
INE02C301011,,,SHAHCON,509870,BSE,BSE/Yahoo Finance,509870.BO,,,,
INE02CV01017,,,DRSDILIP,202144,BSE,BSE/Yahoo Finance,202144.BO,,,,
INE02EE01019,,,IPSL,209236,BSE,BSE/Yahoo Finance,209236.BO,,,,
INE02GA01012,,,ARL,542721,BSE,BSE/Yahoo Finance,542721.BO,,,,
INE02KC01010,,,JAINAM,208299,BSE,BSE/Yahoo Finance,208299.BO,,,,
INE02OY01016,,,RILINFRA,208791,BSE,BSE/Yahoo Finance,208791.BO,,,,
INE02PC01027,,,HBEL,542592,BSE,BSE/Yahoo Finance,542592.BO,,,,
INE02S501018,,,SHREEOSFM,210924,BSE,BSE/Yahoo Finance,210924.BO,,,,
INE02XD01011,,,HINDAPL,531918,BSE,BSE/Yahoo Finance,531918.BO,,,,
INE02Z901011,,,SHVSUIT,521003,BSE,BSE/Yahoo Finance,521003.BO,,,,
INE02ZA01012,,,SFTL,501479,BSE,BSE/Yahoo Finance,501479.BO,,,,
INE030C01015,,,ANSALBU,523007,BSE,BSE/Yahoo Finance,523007.BO,,,,
INE030P01017,,,ALSL,535916,BSE,BSE/Yahoo Finance,535916.BO,,,,
INE030Q01015,,,EMERALD,538882,BSE,BSE/Yahoo Finance,538882.BO,,,,
INE030T01027,,,TEJNAKSH,539428,BSE,BSE/Yahoo Finance,539428.BO,,,,
INE030U01025,,,KDML,539788,BSE,BSE/Yahoo Finance,539788.BO,,,,
INE031G01022,,,OPTIFIN,531254,BSE,BSE/Yahoo Finance,531254.BO,,,,
INE032E01017,,,ARYAMAN,530245,BSE,BSE/Yahoo Finance,530245.BO,,,,
INE033B01011,,,QUINTEGRA,532866,BSE,BSE/Yahoo Finance,532866.BO,,,,
INE033C01019,,,ELNET,517477,BSE,BSE/Yahoo Finance,517477.BO,,,,
INE033E01015,,,MIDEASTP,526251,BSE,BSE/Yahoo Finance,526251.BO,,,,
INE034B01019,,,GUJCRED,511441,BSE,BSE/Yahoo Finance,511441.BO,,,,
INE034F01010,,,TCMLMTD,524156,BSE,BSE/Yahoo Finance,524156.BO,,,,
INE035401020,,,ACEENGITEC,530669,BSE,BSE/Yahoo Finance,530669.BO,,,,
INE035S01028,,,POEL,539195,BSE,BSE/Yahoo Finance,539195.BO,,,,
INE037C01010,,,PHYTO,524808,BSE,BSE/Yahoo Finance,524808.BO,,,,
INE038B01010,,,SVCIND,524488,BSE,BSE/Yahoo Finance,524488.BO,,,,
INE038N01015,,,INTETHR,530921,BSE,BSE/Yahoo Finance,530921.BO,,,,
INE039D01014,,,HYPERSOFT,539724,BSE,BSE/Yahoo Finance,539724.BO,,,,
INE03CM01014,,,GLAAMUP,542477,BSE,BSE/Yahoo Finance,542477.BO,,,,
INE03KJ01013,,,SHIGAN,208611,BSE,BSE/Yahoo Finance,208611.BO,,,,
INE03WT01017,,,ROOPSHRI,542599,BSE,BSE/Yahoo Finance,542599.BO,,,,
INE040F01033,,,NETLINK,509040,BSE,BSE/Yahoo Finance,509040.BO,,,,
INE041025011,,,EMBASSY,542602,BSE,BSE/Yahoo Finance,542602.BO,,,,
INE041B01014,,,ASITCFIN,530723,BSE,BSE/Yahoo Finance,530723.BO,,,,
INE042B01012,,,GROARC,532315,BSE,BSE/Yahoo Finance,532315.BO,,,,
INE042C01010,,,ALFAICA,530973,BSE,BSE/Yahoo Finance,530973.BO,,,,
INE043B01028,,,REGANTO,517393,BSE,BSE/Yahoo Finance,517393.BO,,,,
INE043F01011,,,NNTL,512279,BSE,BSE/Yahoo Finance,512279.BO,,,,
INE043R01016,,,JYOTIN,542544,BSE,BSE/Yahoo Finance,542544.BO,,,,
INE043U01010,,,CHDCHEM,539800,BSE,BSE/Yahoo Finance,539800.BO,,,,
INE044N01021,,,EMERALL,507265,BSE,BSE/Yahoo Finance,507265.BO,,,,
INE046E01025,,,APTPACK,506979,BSE,BSE/Yahoo Finance,506979.BO,,,,
INE046M01036,,,MIDPOLY,531597,BSE,BSE/Yahoo Finance,531597.BO,,,,
INE047E01031,,,JMDVL,511092,BSE,BSE/Yahoo Finance,511092.BO,,,,
INE048A01011,,,HOCL,500449,BSE,BSE/Yahoo Finance,500449.BO,,,,
INE048E01013,,,WARDHEALTH,512063,BSE,BSE/Yahoo Finance,512063.BO,,,,
INE04CO01018,,,KGES,543289,BSE,BSE/Yahoo Finance,543289.BO,,,,
INE04Q901010,,,DCCL,213351,BSE,BSE/Yahoo Finance,213351.BO,,,,
INE04ST01013,,,SKIEL,542728,BSE,BSE/Yahoo Finance,542728.BO,,,,
INE04T901017,,,KAHAN,543979,BSE,BSE/Yahoo Finance,543979.BO,,,,
INE04VT01017,,,THAKKERS,507530,BSE,BSE/Yahoo Finance,507530.BO,,,,
INE04VX01019,,,SHEETAL,210875,BSE,BSE/Yahoo Finance,210875.BO,,,,
INE04Z101016,,,ASIAN,543927,BSE,BSE/Yahoo Finance,543927.BO,,,,
INE050L01048,,,LESHAIND,533602,BSE,BSE/Yahoo Finance,533602.BO,,,,
INE050N01010,,,KINGSINFR,530215,BSE,BSE/Yahoo Finance,530215.BO,,,,
INE051G01012,,,DENISCHEM,537536,BSE,BSE/Yahoo Finance,537536.BO,,,,
INE051N01026,,,SHREEGANES,539470,BSE,BSE/Yahoo Finance,539470.BO,,,,
INE052001026,,,SHAHLON,542862,BSE,BSE/Yahoo Finance,542862.BO,,,,
INE052B01011,,,BEEYU,532645,BSE,BSE/Yahoo Finance,532645.BO,,,,
INE052E01015,,,GAYATRIBI,524564,BSE,BSE/Yahoo Finance,524564.BO,,,,
INE052V01019,,,CIANAGRO,519477,BSE,BSE/Yahoo Finance,519477.BO,,,,
INE053D01015,,,AMITINT,531300,BSE,BSE/Yahoo Finance,531300.BO,,,,
INE054C01015,,,WATERBASE,523660,BSE,BSE/Yahoo Finance,523660.BO,,,,
INE055E01034,,,REALECO,530053,BSE,BSE/Yahoo Finance,530053.BO,,,,
INE055O01033,,,INLANPR,530787,BSE,BSE/Yahoo Finance,530787.BO,,,,
INE055Q01012,,,SKILVEN,538919,BSE,BSE/Yahoo Finance,538919.BO,,,,
INE056001014,,,CPML,542727,BSE,BSE/Yahoo Finance,542727.BO,,,,
INE056E01024,,,INDXTRA,524614,BSE,BSE/Yahoo Finance,524614.BO,,,,
INE056J01015,,,AARCON,532024,BSE,BSE/Yahoo Finance,532024.BO,,,,
INE057D01016,,,ALCHCORP,531409,BSE,BSE/Yahoo Finance,531409.BO,,,,
INE057Q01018,,,YORKEXP,530675,BSE,BSE/Yahoo Finance,530675.BO,,,,
INE058D01030,,,JAIPAN,505840,BSE,BSE/Yahoo Finance,505840.BO,,,,
INE058F01019,,,ALUFLUOR,524634,BSE,BSE/Yahoo Finance,524634.BO,,,,
INE058I01013,,,LACTOSE,524202,BSE,BSE/Yahoo Finance,524202.BO,,,,
INE059E01010,,,KACHCHH,531778,BSE,BSE/Yahoo Finance,531778.BO,,,,
INE059Q01014,,,KALPACOMME,539014,BSE,BSE/Yahoo Finance,539014.BO,,,,
INE05BN01027,,,CHCL,542678,BSE,BSE/Yahoo Finance,542678.BO,,,,
INE05CY01014,,,TIERRA,543531,BSE,BSE/Yahoo Finance,543531.BO,,,,
INE05DH01017,,,ATMASTCO,211171,BSE,BSE/Yahoo Finance,211171.BO,,,,
INE05FR01029,,,AGOL,542579,BSE,BSE/Yahoo Finance,542579.BO,,,,
INE05KD23015,,,ENERGYINF,542543,BSE,BSE/Yahoo Finance,542543.BO,,,,
INE05MV01019,,,PARSHVA,542694,BSE,BSE/Yahoo Finance,542694.BO,,,,
INE05QJ01015,,,GKP,542666,BSE,BSE/Yahoo Finance,542666.BO,,,,
INE060D01028,,,NARMP,517431,BSE,BSE/Yahoo Finance,517431.BO,,,,
INE060E01018,,,KEMP,506530,BSE,BSE/Yahoo Finance,506530.BO,,,,
INE060N01019,,,EQUILATERA,531262,BSE,BSE/Yahoo Finance,531262.BO,,,,
INE060T01024,,,VISHALBL,539398,BSE,BSE/Yahoo Finance,539398.BO,,,,
INE061B01038,,,AUDROC,530889,BSE,BSE/Yahoo Finance,530889.BO,,,,
INE062C01042,,,GLOBALCA,530263,BSE,BSE/Yahoo Finance,530263.BO,,,,
INE062E01014,,,PIONAGR,519439,BSE,BSE/Yahoo Finance,519439.BO,,,,
INE062Y01020,,,MEHAI,540730,BSE,BSE/Yahoo Finance,540730.BO,,,,
INE063601012,,,GIANLIFE,542918,BSE,BSE/Yahoo Finance,542918.BO,,,,
INE063Z01017,,,GGL,540936,BSE,BSE/Yahoo Finance,540936.BO,,,,
INE064H01021,,,GEE,504028,BSE,BSE/Yahoo Finance,504028.BO,,,,
INE064L01015,,,GLOBUSCON,526025,BSE,BSE/Yahoo Finance,526025.BO,,,,
INE064R01012,,,MODULEX,504273,BSE,BSE/Yahoo Finance,504273.BO,,,,
INE064T01018,,,IFINSER,539692,BSE,BSE/Yahoo Finance,539692.BO,,,,
INE065E01017,,,SHHARICH,524336,BSE,BSE/Yahoo Finance,524336.BO,,,,
INE067901012,,,UMA,209345,BSE,BSE/Yahoo Finance,209345.BO,,,,
INE067C01025,,,ANKIN,531673,BSE,BSE/Yahoo Finance,531673.BO,,,,
INE067E01013,,,STERPOW,513575,BSE,BSE/Yahoo Finance,513575.BO,,,,
INE068B01017,,,SEKURITIND,515043,BSE,BSE/Yahoo Finance,515043.BO,,,,
INE068C01015,,,ARAVALIS,512344,BSE,BSE/Yahoo Finance,512344.BO,,,,
INE068Z01016,,,VASA,203016,BSE,BSE/Yahoo Finance,203016.BO,,,,
INE069B01023,,,ANUPAM,530109,BSE,BSE/Yahoo Finance,530109.BO,,,,
INE069E01019,,,SURAJ,518075,BSE,BSE/Yahoo Finance,518075.BO,,,,
INE06IJ01010,,,UTSSAV,211835,BSE,BSE/Yahoo Finance,211835.BO,,,,
INE06LG01010,,,VRFILMS,542654,BSE,BSE/Yahoo Finance,542654.BO,,,,
INE06MH01016,,,GOLDKART,206531,BSE,BSE/Yahoo Finance,206531.BO,,,,
INE06MM01016,,,NATURAL,543207,BSE,BSE/Yahoo Finance,543207.BO,,,,
INE06PV01010,,,CMNL,209390,BSE,BSE/Yahoo Finance,209390.BO,,,,
INE06TD01010,,,EVANS,542668,BSE,BSE/Yahoo Finance,542668.BO,,,,
INE06YD01010,,,TRANSPACT,542765,BSE,BSE/Yahoo Finance,542765.BO,,,,
INE06ZX01015,,,PARTYCRUS,207734,BSE,BSE/Yahoo Finance,207734.BO,,,,
INE070K01014,,,APIS,506166,BSE,BSE/Yahoo Finance,506166.BO,,,,
INE070Y01023,,,ITTL,212223,BSE,BSE/Yahoo Finance,212223.BO,,,,
INE071Y01013,,,TTFL,540726,BSE,BSE/Yahoo Finance,540726.BO,,,,
INE072A01029,,,INDIAHOMES,513361,BSE,BSE/Yahoo Finance,513361.BO,,,,
INE072B01027,,,AEIM,526443,BSE,BSE/Yahoo Finance,526443.BO,,,,
INE072V01017,,,AMBARPIL,519471,BSE,BSE/Yahoo Finance,519471.BO,,,,
INE073A01019,,,KRIFILIND,500248,BSE,BSE/Yahoo Finance,500248.BO,,,,
INE073I01012,,,ISHWATR,506161,BSE,BSE/Yahoo Finance,506161.BO,,,,
INE074C01013,,,HINDADH,514428,BSE,BSE/Yahoo Finance,514428.BO,,,,
INE074H01012,,,SARTHAKIND,531930,BSE,BSE/Yahoo Finance,531930.BO,,,,
INE074J01018,,,TRANOCE,509003,BSE,BSE/Yahoo Finance,509003.BO,,,,
INE075H01019,,,SARTHAKGL,530993,BSE,BSE/Yahoo Finance,530993.BO,,,,
INE075K01013,,,ANVRDHI,538539,BSE,BSE/Yahoo Finance,538539.BO,,,,
INE075Z01011,,,CMRSL,209170,BSE,BSE/Yahoo Finance,209170.BO,,,,
INE076D01016,,,GAGAN,524624,BSE,BSE/Yahoo Finance,524624.BO,,,,
INE077B01018,,,ZODJRDMKJ,512587,BSE,BSE/Yahoo Finance,512587.BO,,,,
INE078D01012,,,PGFOILQ,526747,BSE,BSE/Yahoo Finance,526747.BO,,,,
INE078I01011,,,ARCHITORG,524640,BSE,BSE/Yahoo Finance,524640.BO,,,,
INE078T01026,,,KRRAIL,514360,BSE,BSE/Yahoo Finance,514360.BO,,,,
INE079C01012,,,KEL,539599,BSE,BSE/Yahoo Finance,539599.BO,,,,
INE079L01013,,,IYKOTHITE,522245,BSE,BSE/Yahoo Finance,522245.BO,,,,
INE079N01019,,,SHKALYN,532083,BSE,BSE/Yahoo Finance,532083.BO,,,,
INE07G501017,,,SHPLPUNE,544090,BSE,BSE/Yahoo Finance,544090.BO,,,,
INE07GA01011,,,SGFRL,543391,BSE,BSE/Yahoo Finance,543391.BO,,,,
INE07I701011,,,ALNATRD,506120,BSE,BSE/Yahoo Finance,506120.BO,,,,
INE07L501010,,,DMR,543410,BSE,BSE/Yahoo Finance,543410.BO,,,,
INE07LH01016,,,DEVITRD,512445,BSE,BSE/Yahoo Finance,512445.BO,,,,
INE07LK01010,,,RIDHISYN,504365,BSE,BSE/Yahoo Finance,504365.BO,,,,
INE07MC01015,,,ZSATYASL,503893,BSE,BSE/Yahoo Finance,503893.BO,,,,
INE07NX01019,,,PUNCTRD,512461,BSE,BSE/Yahoo Finance,512461.BO,,,,
INE07P301011,,,SYTIXSE,531432,BSE,BSE/Yahoo Finance,531432.BO,,,,
INE07QQ01016,,,CBPL,542934,BSE,BSE/Yahoo Finance,542934.BO,,,,
INE080D01042,,,SYBLY,531499,BSE,BSE/Yahoo Finance,531499.BO,,,,
INE080G01029,,,CONTILI,531067,BSE,BSE/Yahoo Finance,531067.BO,,,,
INE081B01028,,,CARNATIN,530609,BSE,BSE/Yahoo Finance,530609.BO,,,,
INE082101010,,,ARISTO,209425,BSE,BSE/Yahoo Finance,209425.BO,,,,
INE082B01018,,,MACPLASQ,523248,BSE,BSE/Yahoo Finance,523248.BO,,,,
INE082C01024,,,PATELSAI,517417,BSE,BSE/Yahoo Finance,517417.BO,,,,
INE083E01010,,,DYNAVSN,517238,BSE,BSE/Yahoo Finance,517238.BO,,,,
INE083G01031,,,TATIAGLOB,521228,BSE,BSE/Yahoo Finance,521228.BO,,,,
INE083O01019,,,ZHINDHSG,509650,BSE,BSE/Yahoo Finance,509650.BO,,,,
INE084D01010,,,CGVAK,531489,BSE,BSE/Yahoo Finance,531489.BO,,,,
INE087E01011,,,FINELINE,517264,BSE,BSE/Yahoo Finance,517264.BO,,,,
INE088D01011,,,TRESCON,532159,BSE,BSE/Yahoo Finance,532159.BO,,,,
INE088E01019,,,GOLDLEG,509024,BSE,BSE/Yahoo Finance,509024.BO,,,,
INE088G01014,,,STHINPA,516108,BSE,BSE/Yahoo Finance,516108.BO,,,,
INE088P01015,,,ICONIKSPEV,511260,BSE,BSE/Yahoo Finance,511260.BO,,,,
INE089T01023,,,BOMBWIR,504648,BSE,BSE/Yahoo Finance,504648.BO,,,,
INE08E401029,,,ALPHALOGIC,542770,BSE,BSE/Yahoo Finance,542770.BO,,,,
INE08JY01013,,,NOVATEOR,542771,BSE,BSE/Yahoo Finance,542771.BO,,,,
INE08KD01015,,,ASCOM,206558,BSE,BSE/Yahoo Finance,206558.BO,,,,
INE08NJ01024,,,ARABIAN,210687,BSE,BSE/Yahoo Finance,210687.BO,,,,
INE08NZ01012,,,NAMOEWASTE,211962,BSE,BSE/Yahoo Finance,211962.BO,,,,
INE08RT01016,,,VALENCIA,542910,BSE,BSE/Yahoo Finance,542910.BO,,,,
INE08S201019,,,YCCL,210517,BSE,BSE/Yahoo Finance,210517.BO,,,,
INE090D01017,,,TITANSEC,530045,BSE,BSE/Yahoo Finance,530045.BO,,,,
INE090Y01013,,,CADSYS,206071,BSE,BSE/Yahoo Finance,206071.BO,,,,
INE091C01017,,,SUPER,512527,BSE,BSE/Yahoo Finance,512527.BO,,,,
INE091E01039,,,JAYTEX,512233,BSE,BSE/Yahoo Finance,512233.BO,,,,
INE091N01014,,,OLYMTFI,511632,BSE,BSE/Yahoo Finance,511632.BO,,,,
INE092301014,,,HINDUST,519574,BSE,BSE/Yahoo Finance,519574.BO,,,,
INE092C01015,,,PMTELELIN,513403,BSE,BSE/Yahoo Finance,513403.BO,,,,
INE092D01013,,,FRONTCORP,532042,BSE,BSE/Yahoo Finance,532042.BO,,,,
INE092E01011,,,KAKTEX,521054,BSE,BSE/Yahoo Finance,521054.BO,,,,
INE092G01024,,,SAICOM,512097,BSE,BSE/Yahoo Finance,512097.BO,,,,
INE092H01014,,,SHIVAGR,522237,BSE,BSE/Yahoo Finance,522237.BO,,,,
INE092O01028,,,VINRKLB,526075,BSE,BSE/Yahoo Finance,526075.BO,,,,
INE092P01017,,,VELOX,506178,BSE,BSE/Yahoo Finance,506178.BO,,,,
INE094C01011,,,TRIVENIGQ,502281,BSE,BSE/Yahoo Finance,502281.BO,,,,
INE094E01017,,,MANSIFIN,511758,BSE,BSE/Yahoo Finance,511758.BO,,,,
INE094R01019,,,EENTER,501386,BSE,BSE/Yahoo Finance,501386.BO,,,,
INE094S01041,,,MISHTANN,539594,BSE,BSE/Yahoo Finance,539594.BO,,,,
INE095B01010,,,ELEMARB,526705,BSE,BSE/Yahoo Finance,526705.BO,,,,
INE095C01018,,,YASHRAJC,530063,BSE,BSE/Yahoo Finance,530063.BO,,,,
