ISIN,COMPANY,NSE_SYMBOL,BSE_SYMBOL,BSE_CODE,EXCHANGE,PRICE_SOURCE,PRICE_TICKER,LATEST_PRICE,PRICE_DATE,NSE_LISTING_DATE,BSE_LISTING_DATE
INE538G01018,,,GOTHIPL,531111,BSE,BSE/Yahoo Finance,531111.BO,,,,
INE540S01019,,,MISHKA,539220,BSE,BSE/Yahoo Finance,539220.BO,,,,
INE541C01037,,,TSPIRITUAL,532444,BSE,BSE/Yahoo Finance,532444.BO,,,,
INE541F01022,,,GUJARATPOLY,517288,BSE,BSE/Yahoo Finance,517288.BO,,,,
INE541K01014,,,STARDELTA,539255,BSE,BSE/Yahoo Finance,539255.BO,,,,
INE541R01019,,,FILTRA,539098,BSE,BSE/Yahoo Finance,539098.BO,,,,
INE543F01028,,,PRIMIND,519299,BSE,BSE/Yahoo Finance,519299.BO,,,,
INE544C01023,,,PICCASUG,507498,BSE,BSE/Yahoo Finance,507498.BO,,,,
INE544W01021,,,MAXIMUS,540401,BSE,BSE/Yahoo Finance,540401.BO,,,,
INE545B01022,,,CONTICON,531460,BSE,BSE/Yahoo Finance,531460.BO,,,,
INE545E01018,,,GDLLEAS,530855,BSE,BSE/Yahoo Finance,530855.BO,,,,
INE545N01019,,,SHAQUAK,531925,BSE,BSE/Yahoo Finance,531925.BO,,,,
INE546D01018,,,TOKYOFIN,531644,BSE,BSE/Yahoo Finance,531644.BO,,,,
INE546F01013,,,ZENLABS,530697,BSE,BSE/Yahoo Finance,530697.BO,,,,
INE546I01025,,,LADDU,537707,BSE,BSE/Yahoo Finance,537707.BO,,,,
INE547C01018,,,SPECFOOD,531982,BSE,BSE/Yahoo Finance,531982.BO,,,,
INE548B01018,,,GINISILK,531744,BSE,BSE/Yahoo Finance,531744.BO,,,,
INE548D01014,,,VELHO,526755,BSE,BSE/Yahoo Finance,526755.BO,,,,
INE548H01015,,,RAAJMEDI,524502,BSE,BSE/Yahoo Finance,524502.BO,,,,
INE549B01016,,,HBLEAS,508956,BSE,BSE/Yahoo Finance,508956.BO,,,,
INE549D01012,,,WSFX,511147,BSE,BSE/Yahoo Finance,511147.BO,,,,
INE549S01036,,,SUPHA,539561,BSE,BSE/Yahoo Finance,539561.BO,,,,
INE550D01010,,,WWALUM,526525,BSE,BSE/Yahoo Finance,526525.BO,,,,
INE550F01049,,,HAZOOR,532467,BSE,BSE/Yahoo Finance,532467.BO,,,,
INE550L01013,,,OLPCL,534190,BSE,BSE/Yahoo Finance,534190.BO,,,,
INE551B01012,,,UDAYJEW,539518,BSE,BSE/Yahoo Finance,539518.BO,,,,
INE551C01044,,,SHUKRAPHAR,524632,BSE,BSE/Yahoo Finance,524632.BO,,,,
INE551Q01028,,,VSCL,201000,BSE,BSE/Yahoo Finance,201000.BO,,,,
INE552B01010,,,HFIL,526899,BSE,BSE/Yahoo Finance,526899.BO,,,,
INE552F01011,,,ZNIVITRD,512245,BSE,BSE/Yahoo Finance,512245.BO,,,,
INE552H01017,,,TASHIND,512271,BSE,BSE/Yahoo Finance,512271.BO,,,,
INE552N01023,,,RKDAGRRTL,511169,BSE,BSE/Yahoo Finance,511169.BO,,,,
INE552Q01018,,,ENCASH,538684,BSE,BSE/Yahoo Finance,538684.BO,,,,
INE553F01035,,,BESTEAST,508664,BSE,BSE/Yahoo Finance,508664.BO,,,,
INE553H01015,,,BAJGLOB,512261,BSE,BSE/Yahoo Finance,512261.BO,,,,
INE554H01021,,,EMROCK,531676,BSE,BSE/Yahoo Finance,531676.BO,,,,
INE554R01020,,,KARNAVATI,538928,BSE,BSE/Yahoo Finance,538928.BO,,,,
INE555C01029,,,SHIVACEM,532323,BSE,BSE/Yahoo Finance,532323.BO,,,,
INE555D01019,,,PREMCAPM,511660,BSE,BSE/Yahoo Finance,511660.BO,,,,
INE556D01017,,,ADMANUM,511359,BSE,BSE/Yahoo Finance,511359.BO,,,,
INE556Z01010,,,UHZAVERI,541338,BSE,BSE/Yahoo Finance,541338.BO,,,,
INE557C01017,,,INDSUCR,500319,BSE,BSE/Yahoo Finance,500319.BO,,,,
INE557D01015,,,CJGEL,507515,BSE,BSE/Yahoo Finance,507515.BO,,,,
INE558A01019,,,IPRINGLTD,523638,BSE,BSE/Yahoo Finance,523638.BO,,,,
INE558F01026,,,CHLOGIST,531977,BSE,BSE/Yahoo Finance,531977.BO,,,,
INE560D01027,,,TUNITEX,531411,BSE,BSE/Yahoo Finance,531411.BO,,,,
INE560F01022,,,JOHNPHARMA,532154,BSE,BSE/Yahoo Finance,532154.BO,,,,
INE560T01015,,,VEL,542803,BSE,BSE/Yahoo Finance,542803.BO,,,,
INE561D01025,,,EXPOEAPL,526614,BSE,BSE/Yahoo Finance,526614.BO,,,,
INE561E01015,,,SKRABUL,531506,BSE,BSE/Yahoo Finance,531506.BO,,,,
INE562E01021,,,SOFTRAKV,531529,BSE,BSE/Yahoo Finance,531529.BO,,,,
INE563C01015,,,SAUMYA,539218,BSE,BSE/Yahoo Finance,539218.BO,,,,
INE563D01013,,,AADIIND,530027,BSE,BSE/Yahoo Finance,530027.BO,,,,
INE564B01015,,,SENINFO,531980,BSE,BSE/Yahoo Finance,531980.BO,,,,
INE564C01013,,,YARNSYN,514378,BSE,BSE/Yahoo Finance,514378.BO,,,,
INE564J01026,,,SHRJAGP,512453,BSE,BSE/Yahoo Finance,512453.BO,,,,
INE564S01019,,,KAMATS,539659,BSE,BSE/Yahoo Finance,539659.BO,,,,
INE564T01017,,,JETKNIT,200428,BSE,BSE/Yahoo Finance,200428.BO,,,,
INE564V01013,,,BINDALEXPO,540148,BSE,BSE/Yahoo Finance,540148.BO,,,,
INE565E01016,,,SURFI,519604,BSE,BSE/Yahoo Finance,519604.BO,,,,
INE565V03016,,,VALIANTOCPS,710057,BSE,BSE/Yahoo Finance,710057.BO,,,,
INE566M01017,,,AZADIND,504731,BSE,BSE/Yahoo Finance,504731.BO,,,,
INE567L01025,,,LORDSMARK,501261,BSE,BSE/Yahoo Finance,501261.BO,,,,
INE568F01017,,,SNL,505827,BSE,BSE/Yahoo Finance,505827.BO,,,,
INE569B01022,,,ISLCONSUL,511609,BSE,BSE/Yahoo Finance,511609.BO,,,,
INE570B01012,,,ADITYA,513513,BSE,BSE/Yahoo Finance,513513.BO,,,,
INE570N01025,,,MILLENNIUM,511187,BSE,BSE/Yahoo Finance,511187.BO,,,,
INE571U01010,,,YASHCHEM,539939,BSE,BSE/Yahoo Finance,539939.BO,,,,
INE572Z01017,,,AMINTAN,541771,BSE,BSE/Yahoo Finance,541771.BO,,,,
INE573B01016,,,PRIMAPLA,530589,BSE,BSE/Yahoo Finance,530589.BO,,,,
INE574A01016,,,JAGAJITIND,507155,BSE,BSE/Yahoo Finance,507155.BO,,,,
INE574D01010,,,GVBL,539206,BSE,BSE/Yahoo Finance,539206.BO,,,,
INE574G01013,,,VASUPRADA,538092,BSE,BSE/Yahoo Finance,538092.BO,,,,
INE574R01028,,,SUPERIOR,539835,BSE,BSE/Yahoo Finance,539835.BO,,,,
INE575D01041,,,DANUBE,540361,BSE,BSE/Yahoo Finance,540361.BO,,,,
INE575I01016,,,RATHIBAR,532918,BSE,BSE/Yahoo Finance,532918.BO,,,,
INE575Z01010,,,MDL,203071,BSE,BSE/Yahoo Finance,203071.BO,,,,
INE576B01019,,,ATHENAGLO,517429,BSE,BSE/Yahoo Finance,517429.BO,,,,
INE576D01015,,,UNJHAFOR,531762,BSE,BSE/Yahoo Finance,531762.BO,,,,
INE576N01014,,,RADIXIND,531412,BSE,BSE/Yahoo Finance,531412.BO,,,,
INE576P01019,,,KCSL,537784,BSE,BSE/Yahoo Finance,537784.BO,,,,
INE577D01013,,,JYOTIRES,514448,BSE,BSE/Yahoo Finance,514448.BO,,,,
INE578B01015,,,ACCEDERE,531533,BSE,BSE/Yahoo Finance,531533.BO,,,,
INE578C01021,,,TPINDIA,500421,BSE,BSE/Yahoo Finance,500421.BO,,,,
INE578L01014,,,ADHBHUTIN,539189,BSE,BSE/Yahoo Finance,539189.BO,,,,
INE578R01011,,,GRAMEVA,539120,BSE,BSE/Yahoo Finance,539120.BO,,,,
INE578V01013,,,GUJHYSPIN,540938,BSE,BSE/Yahoo Finance,540938.BO,,,,
INE579D01019,,,SITAENT,512589,BSE,BSE/Yahoo Finance,512589.BO,,,,
INE579N01018,,,SAMSRITA,539267,BSE,BSE/Yahoo Finance,539267.BO,,,,
INE580C01019,,,STARLOG,520155,BSE,BSE/Yahoo Finance,520155.BO,,,,
INE580D01017,,,GLANCE,531199,BSE,BSE/Yahoo Finance,531199.BO,,,,
INE580H01026,,,KMFBLDR,531578,BSE,BSE/Yahoo Finance,531578.BO,,,,
INE581D01015,,,NEELKANTH,512565,BSE,BSE/Yahoo Finance,512565.BO,,,,
INE581L01018,,,JSLINDL,504080,BSE,BSE/Yahoo Finance,504080.BO,,,,
INE581M01016,,,VINAYAKPOL,534639,BSE,BSE/Yahoo Finance,534639.BO,,,,
INE582C01015,,,JAGSONSER,530601,BSE,BSE/Yahoo Finance,530601.BO,,,,
INE582D01013,,,RISHIROOP,526492,BSE,BSE/Yahoo Finance,526492.BO,,,,
INE582K01018,,,ZHINUDYP,513039,BSE,BSE/Yahoo Finance,513039.BO,,,,
INE582V01015,,,ZNILKENG,512004,BSE,BSE/Yahoo Finance,512004.BO,,,,
INE583M01012,,,BMAL,535279,BSE,BSE/Yahoo Finance,535279.BO,,,,
INE584B01013,,,SAINIK,530265,BSE,BSE/Yahoo Finance,530265.BO,,,,
INE584C01011,,,JJFINCOR,523062,BSE,BSE/Yahoo Finance,523062.BO,,,,
INE584D01019,,,SUNCITYSY,530795,BSE,BSE/Yahoo Finance,530795.BO,,,,
INE584G01012,,,SOLIDSTON,513699,BSE,BSE/Yahoo Finance,513699.BO,,,,
INE585A01020,,,NAPEROL,500298,BSE,BSE/Yahoo Finance,500298.BO,,,,
INE586D01014,,,ADHHATA,531286,BSE,BSE/Yahoo Finance,531286.BO,,,,
INE586O01011,,,DEEM,211181,BSE,BSE/Yahoo Finance,211181.BO,,,,
INE587J01027,,,CROISSANCE,531909,BSE,BSE/Yahoo Finance,531909.BO,,,,
INE588E01026,,,ARISINT,531677,BSE,BSE/Yahoo Finance,531677.BO,,,,
INE588G01021,,,MLKFOOD,507621,BSE,BSE/Yahoo Finance,507621.BO,,,,
INE589D01018,,,DHINDIA,517514,BSE,BSE/Yahoo Finance,517514.BO,,,,
INE589J01015,,,SANTETX,514280,BSE,BSE/Yahoo Finance,514280.BO,,,,
INE589N01017,,,FILTRON,531191,BSE,BSE/Yahoo Finance,531191.BO,,,,
INE590B01010,,,GARNETINT,512493,BSE,BSE/Yahoo Finance,512493.BO,,,,
INE590D01016,,,DHPIND,531306,BSE,BSE/Yahoo Finance,531306.BO,,,,
INE593B01030,,,KHYATI,531692,BSE,BSE/Yahoo Finance,531692.BO,,,,
INE593O01017,,,JAUSPOL,526001,BSE,BSE/Yahoo Finance,526001.BO,,,,
INE594D01018,,,ELANGO,513452,BSE,BSE/Yahoo Finance,513452.BO,,,,
INE594R01018,,,KUBERJI,539408,BSE,BSE/Yahoo Finance,539408.BO,,,,
INE594V01028,,,TEXELIN,526638,BSE,BSE/Yahoo Finance,526638.BO,,,,
INE594W01042,,,STARLENT,540492,BSE,BSE/Yahoo Finance,540492.BO,,,,
INE595D01015,,,GOLCA,531928,BSE,BSE/Yahoo Finance,531928.BO,,,,
INE595G01018,,,SWRNASE,531003,BSE,BSE/Yahoo Finance,531003.BO,,,,
INE595R01023,,,EASTWEST,540006,BSE,BSE/Yahoo Finance,540006.BO,,,,
INE596B01017,,,MUKESHB,530341,BSE,BSE/Yahoo Finance,530341.BO,,,,
INE597C01021,,,HINDBIO,532041,BSE,BSE/Yahoo Finance,532041.BO,,,,
INE597Z01014,,,COMMITTED,210710,BSE,BSE/Yahoo Finance,210710.BO,,,,
INE598F01014,,,ZGOLDINV,501111,BSE,BSE/Yahoo Finance,501111.BO,,,,
INE599F01020,,,FOSECOC,523160,BSE,BSE/Yahoo Finance,523160.BO,,,,
INE600B01033,,,FILME,531486,BSE,BSE/Yahoo Finance,531486.BO,,,,
INE600F01018,,,PFLINFOTC,531769,BSE,BSE/Yahoo Finance,531769.BO,,,,
INE601A01017,,,TEAM24,500458,BSE,BSE/Yahoo Finance,500458.BO,,,,
INE601B01023,,,AJANTSOY,519216,BSE,BSE/Yahoo Finance,519216.BO,,,,
INE601C01013,,,ENVAIREL,500246,BSE,BSE/Yahoo Finance,500246.BO,,,,
INE601F01016,,,EPSOMPRO,531155,BSE,BSE/Yahoo Finance,531155.BO,,,,
INE601N01010,,,RGRL,519191,BSE,BSE/Yahoo Finance,519191.BO,,,,
INE602C01011,,,KJMCCORP,532304,BSE,BSE/Yahoo Finance,532304.BO,,,,
INE602D01027,,,SANBLUE,521222,BSE,BSE/Yahoo Finance,521222.BO,,,,
INE602H01010,,,UNRYLMA,526113,BSE,BSE/Yahoo Finance,526113.BO,,,,
INE603D01017,,,VEGA,512026,BSE,BSE/Yahoo Finance,512026.BO,,,,
INE603F01012,,,NARPROP,531416,BSE,BSE/Yahoo Finance,531416.BO,,,,
INE604F01010,,,PASARI,521080,BSE,BSE/Yahoo Finance,521080.BO,,,,
INE606C01012,,,NLFL,531212,BSE,BSE/Yahoo Finance,531212.BO,,,,
INE606K01049,,,SRESTHA,539217,BSE,BSE/Yahoo Finance,539217.BO,,,,
INE607B01012,,,COMPUPN,507833,BSE,BSE/Yahoo Finance,507833.BO,,,,
INE607G01011,,,SAMYAKINT,530025,BSE,BSE/Yahoo Finance,530025.BO,,,,
INE607V01028,,,VSL,540252,BSE,BSE/Yahoo Finance,540252.BO,,,,
INE608B01010,,,CRANEX,522001,BSE,BSE/Yahoo Finance,522001.BO,,,,
INE608C01026,,,NOVIS,513566,BSE,BSE/Yahoo Finance,513566.BO,,,,
INE609A01010,,,PUNJCOMMU,500346,BSE,BSE/Yahoo Finance,500346.BO,,,,
INE609B01018,,,1STCUS,511122,BSE,BSE/Yahoo Finance,511122.BO,,,,
INE609D01014,,,RAMSONS,530925,BSE,BSE/Yahoo Finance,530925.BO,,,,
INE611C01020,,,IMEC,513295,BSE,BSE/Yahoo Finance,513295.BO,,,,
INE612D01018,,,SANTOSHF,530035,BSE,BSE/Yahoo Finance,530035.BO,,,,
INE614F01019,,,MFSINTRCRP,513721,BSE,BSE/Yahoo Finance,513721.BO,,,,
INE614R01014,,,TAPARIA,505685,BSE,BSE/Yahoo Finance,505685.BO,,,,
INE614Z01017,,,GIRIRAJ,204207,BSE,BSE/Yahoo Finance,204207.BO,,,,
INE615A01025,,,RAVALSUGAR,507300,BSE,BSE/Yahoo Finance,507300.BO,,,,
INE615T01017,,,GANGAPHARM,539680,BSE,BSE/Yahoo Finance,539680.BO,,,,
INE615W01011,,,PBGLOBAL,506580,BSE,BSE/Yahoo Finance,506580.BO,,,,
INE617B01011,,,MODAIRY,519287,BSE,BSE/Yahoo Finance,519287.BO,,,,
INE617C01027,,,FFPL,513579,BSE,BSE/Yahoo Finance,513579.BO,,,,
INE617I01024,,,AVATAR,206195,BSE,BSE/Yahoo Finance,206195.BO,,,,
INE618A01011,,,ROYALCU,526193,BSE,BSE/Yahoo Finance,526193.BO,,,,
INE618D01015,,,SUDAI,506003,BSE,BSE/Yahoo Finance,506003.BO,,,,
INE618F01010,,,SPARKLEGR,530037,BSE,BSE/Yahoo Finance,530037.BO,,,,
INE621B01021,,,PRITHVIEXCH,531688,BSE,BSE/Yahoo Finance,531688.BO,,,,
INE621C01011,,,GUJHOTE,507960,BSE,BSE/Yahoo Finance,507960.BO,,,,
INE621I01042,,,COLORCHIPS,540023,BSE,BSE/Yahoo Finance,540023.BO,,,,
INE622E01023,,,GAYATRI,532183,BSE,BSE/Yahoo Finance,532183.BO,,,,
INE622Q01027,,,MOBAVENUE,539682,BSE,BSE/Yahoo Finance,539682.BO,,,,
INE623D01015,,,STEP2COR,531509,BSE,BSE/Yahoo Finance,531509.BO,,,,
INE623Y01011,,,WTICAB,211146,BSE,BSE/Yahoo Finance,211146.BO,,,,
INE624M01014,,,LYKISLTD,530689,BSE,BSE/Yahoo Finance,530689.BO,,,,
INE625D01028,,,STANCAP,511700,BSE,BSE/Yahoo Finance,511700.BO,,,,
INE626H01019,,,ZBINTXPP,523054,BSE,BSE/Yahoo Finance,523054.BO,,,,
INE627D01016,,,ADARSHPL,526711,BSE,BSE/Yahoo Finance,526711.BO,,,,
INE627F01011,,,CENLUB,522251,BSE,BSE/Yahoo Finance,522251.BO,,,,
INE628B01034,,,OROSMITHS,531626,BSE,BSE/Yahoo Finance,531626.BO,,,,
INE628D01014,,,THRIVE,523120,BSE,BSE/Yahoo Finance,523120.BO,,,,
INE628F01019,,,INDERGR,531505,BSE,BSE/Yahoo Finance,531505.BO,,,,
INE629B01032,,,STEELCO,500399,BSE,BSE/Yahoo Finance,500399.BO,,,,
INE629C01014,,,RLF,512618,BSE,BSE/Yahoo Finance,512618.BO,,,,
INE629F01025,,,KALLAM,530201,BSE,BSE/Yahoo Finance,530201.BO,,,,
INE630C01012,,,JPTSEC,530985,BSE,BSE/Yahoo Finance,530985.BO,,,,
INE630D01010,,,BRIGHTBR,526731,BSE,BSE/Yahoo Finance,526731.BO,,,,
INE630N01019,,,NCCBLUE,519506,BSE,BSE/Yahoo Finance,519506.BO,,,,
INE630U01014,,,PADALPO,531779,BSE,BSE/Yahoo Finance,531779.BO,,,,
INE631D01026,,,GGDPROP,505250,BSE,BSE/Yahoo Finance,505250.BO,,,,
INE631E01024,,,SPICELOUNG,539895,BSE,BSE/Yahoo Finance,539895.BO,,,,
INE632A01012,,,SHRMFGC,503863,BSE,BSE/Yahoo Finance,503863.BO,,,,
INE632Q01018,,,MRIL,213654,BSE,BSE/Yahoo Finance,213654.BO,,,,
INE632W01016,,,GSTL,540654,BSE,BSE/Yahoo Finance,540654.BO,,,,
INE634B01016,,,EMMESSA,524768,BSE,BSE/Yahoo Finance,524768.BO,,,,
INE634D01038,,,GTEIT,532139,BSE,BSE/Yahoo Finance,532139.BO,,,,
INE634J01027,,,GOLDCOINHF,538542,BSE,BSE/Yahoo Finance,538542.BO,,,,
INE635D01027,,,INANI,531129,BSE,BSE/Yahoo Finance,531129.BO,,,,
INE635I01018,,,PARSHWANA,511176,BSE,BSE/Yahoo Finance,511176.BO,,,,
INE635Y01015,,,AISL,200742,BSE,BSE/Yahoo Finance,200742.BO,,,,
INE636B01011,,,ACME,539391,BSE,BSE/Yahoo Finance,539391.BO,,,,
INE636D01041,,,JOSTS,505750,BSE,BSE/Yahoo Finance,505750.BO,,,,
INE636P01011,,,GUJPETR,506858,BSE,BSE/Yahoo Finance,506858.BO,,,,
INE637N01014,,,PATIDAR,524031,BSE,BSE/Yahoo Finance,524031.BO,,,,
INE638B01025,,,HBPOR,532333,BSE,BSE/Yahoo Finance,532333.BO,,,,
INE638D01021,,,KUNSTOFF,523594,BSE,BSE/Yahoo Finance,523594.BO,,,,
INE638N01012,,,ECOHOTELS,514402,BSE,BSE/Yahoo Finance,514402.BO,,,,
INE639B01023,,,TANFACIND,506854,BSE,BSE/Yahoo Finance,506854.BO,,,,
INE639C01013,,,RAJPACK,530111,BSE,BSE/Yahoo Finance,530111.BO,,,,
INE639K01016,,,SATCH,533202,BSE,BSE/Yahoo Finance,533202.BO,,,,
INE639X01027,,,BEACON,211633,BSE,BSE/Yahoo Finance,211633.BO,,,,
INE641A01013,,,NEXOME,508905,BSE,BSE/Yahoo Finance,508905.BO,,,,
INE641B01011,,,SHIKHAR,526883,BSE,BSE/Yahoo Finance,526883.BO,,,,
INE641H01018,,,CASTORA,531913,BSE,BSE/Yahoo Finance,531913.BO,,,,
INE641Q01019,,,ZINEMA,538579,BSE,BSE/Yahoo Finance,538579.BO,,,,
INE642I01014,,,GOKAKTEX,532957,BSE,BSE/Yahoo Finance,532957.BO,,,,
INE642P01019,,,DIDL,539900,BSE,BSE/Yahoo Finance,539900.BO,,,,
INE643C01015,,,NATFIT,531289,BSE,BSE/Yahoo Finance,531289.BO,,,,
INE643D01013,,,NDMETAL,512024,BSE,BSE/Yahoo Finance,512024.BO,,,,
INE643N01012,,,DECIPHER,524752,BSE,BSE/Yahoo Finance,524752.BO,,,,
INE644K01016,,,BMBMUMG,531420,BSE,BSE/Yahoo Finance,531420.BO,,,,
INE644U01015,,,PEOPLIN,501144,BSE,BSE/Yahoo Finance,501144.BO,,,,
INE645C01010,,,KABSON,524675,BSE,BSE/Yahoo Finance,524675.BO,,,,
INE647W01014,,,SHARPLINE,543341,BSE,BSE/Yahoo Finance,543341.BO,,,,
INE647Z01025,,,VIVIDM,542046,BSE,BSE/Yahoo Finance,542046.BO,,,,
INE648E01010,,,PANELEC,517397,BSE,BSE/Yahoo Finance,517397.BO,,,,
INE649C01012,,,ROSEMER,512115,BSE,BSE/Yahoo Finance,512115.BO,,,,
INE649R01010,,,IDM,517044,BSE,BSE/Yahoo Finance,517044.BO,,,,
INE650C01036,,,DILIGENT,531153,BSE,BSE/Yahoo Finance,531153.BO,,,,
INE651D01016,,,RASRESOR,507966,BSE,BSE/Yahoo Finance,507966.BO,,,,
INE652D01014,,,RICHUNV,530271,BSE,BSE/Yahoo Finance,530271.BO,,,,
INE653C01022,,,NICCOPAR,526721,BSE,BSE/Yahoo Finance,526721.BO,,,,
INE653D01012,,,SAMINDUS,532005,BSE,BSE/Yahoo Finance,532005.BO,,,,
INE653R01012,,,SYMBIOX,539278,BSE,BSE/Yahoo Finance,539278.BO,,,,
INE653S01028,,,GARMNTMNTR,539216,BSE,BSE/Yahoo Finance,539216.BO,,,,
INE654B01014,,,BALTE,520127,BSE,BSE/Yahoo Finance,520127.BO,,,,
INE654D01010,,,SANCF,511563,BSE,BSE/Yahoo Finance,511563.BO,,,,
INE654H01011,,,NATGENI,531651,BSE,BSE/Yahoo Finance,531651.BO,,,,
INE655D01025,,,SHALIWIR,532455,BSE,BSE/Yahoo Finance,532455.BO,,,,
INE655I01032,,,BIRLACOT,533006,BSE,BSE/Yahoo Finance,533006.BO,,,,
INE655P01029,,,PANAFIC,538860,BSE,BSE/Yahoo Finance,538860.BO,,,,
INE657D01021,,,SIMMOND,507998,BSE,BSE/Yahoo Finance,507998.BO,,,,
INE658D01029,,,SIMPLEXCAS,513472,BSE,BSE/Yahoo Finance,513472.BO,,,,
INE659F01022,,,GUJINJEC,524238,BSE,BSE/Yahoo Finance,524238.BO,,,,
INE660B01011,,,CATVISION,531158,BSE,BSE/Yahoo Finance,531158.BO,,,,
INE660D01017,,,VIPPYSP,514302,BSE,BSE/Yahoo Finance,514302.BO,,,,
INE661D01015,,,VISIONCO,531668,BSE,BSE/Yahoo Finance,531668.BO,,,,
INE661F01010,,,BRIPORT,539434,BSE,BSE/Yahoo Finance,539434.BO,,,,
INE661K01010,,,VIRYA,512479,BSE,BSE/Yahoo Finance,512479.BO,,,,
INE661M01016,,,INTRGLB,511391,BSE,BSE/Yahoo Finance,511391.BO,,,,
INE661Q01017,,,VANICOM,538918,BSE,BSE/Yahoo Finance,538918.BO,,,,
INE662D01013,,,WELTI,526431,BSE,BSE/Yahoo Finance,526431.BO,,,,
INE663P01015,,,AFEL,538351,BSE,BSE/Yahoo Finance,538351.BO,,,,
INE664D01019,,,BENARAS,509438,BSE,BSE/Yahoo Finance,509438.BO,,,,
INE664N01018,,,MAGANTR,512377,BSE,BSE/Yahoo Finance,512377.BO,,,,
INE664X01025,,,TTLEL,514236,BSE,BSE/Yahoo Finance,514236.BO,,,,
INE665D01016,,,BENGALT,532230,BSE,BSE/Yahoo Finance,532230.BO,,,,
INE666Q01016,,,EIKO,540204,BSE,BSE/Yahoo Finance,540204.BO,,,,
INE666Y01010,,,DOLFIN,542013,BSE,BSE/Yahoo Finance,542013.BO,,,,
INE668L01013,,,EMERGENT,506180,BSE,BSE/Yahoo Finance,506180.BO,,,,
INE669W01018,,,CHADPAP,531946,BSE,BSE/Yahoo Finance,531946.BO,,,,
INE669Y01022,,,SHARIKA,540786,BSE,BSE/Yahoo Finance,540786.BO,,,,
INE670C01026,,,IIRM,526530,BSE,BSE/Yahoo Finance,526530.BO,,,,
INE670H01017,,,OSWAYRN,514460,BSE,BSE/Yahoo Finance,514460.BO,,,,
INE670O01013,,,ONEGLOBAL,514330,BSE,BSE/Yahoo Finance,514330.BO,,,,
INE671C01016,,,SUNLOC,537253,BSE,BSE/Yahoo Finance,537253.BO,,,,
INE671D01014,,,HASTIFIN,531387,BSE,BSE/Yahoo Finance,531387.BO,,,,
INE671K01027,,,SUNRAKSHAK,539300,BSE,BSE/Yahoo Finance,539300.BO,,,,
INE671T01028,,,DARSHANORNA,539884,BSE,BSE/Yahoo Finance,539884.BO,,,,
INE672K01025,,,TRUEGREEN,533407,BSE,BSE/Yahoo Finance,533407.BO,,,,
INE673C01020,,,AMERISE,531681,BSE,BSE/Yahoo Finance,531681.BO,,,,
INE673E01018,,,SMTEL,538563,BSE,BSE/Yahoo Finance,538563.BO,,,,
INE673M01029,,,SULABEN,508969,BSE,BSE/Yahoo Finance,508969.BO,,,,
INE673U01014,,,DATIWARE,519413,BSE,BSE/Yahoo Finance,519413.BO,,,,
INE674M01019,,,KINETRU,531274,BSE,BSE/Yahoo Finance,531274.BO,,,,
INE676G01024,,,MKPMOB,521244,BSE,BSE/Yahoo Finance,521244.BO,,,,
INE678B01039,,,IBINFO,519463,BSE,BSE/Yahoo Finance,519463.BO,,,,
INE678F01014,,,MULTIBASE,526169,BSE,BSE/Yahoo Finance,526169.BO,,,,
INE679C01027,,,SOURCENTRL,531398,BSE,BSE/Yahoo Finance,531398.BO,,,,
INE679E01015,,,AGRIBIO,539546,BSE,BSE/Yahoo Finance,539546.BO,,,,
INE679T01013,,,ZMILGFIN,511018,BSE,BSE/Yahoo Finance,511018.BO,,,,
INE680B01019,,,MARGOFIN,500206,BSE,BSE/Yahoo Finance,500206.BO,,,,
INE680D01015,,,OMKAR,531496,BSE,BSE/Yahoo Finance,531496.BO,,,,
INE681D01039,,,ORIENTTR,531512,BSE,BSE/Yahoo Finance,531512.BO,,,,
INE681F01018,,,HARLETH,524080,BSE,BSE/Yahoo Finance,524080.BO,,,,
INE681K01026,,,MIZVEN,531537,BSE,BSE/Yahoo Finance,531537.BO,,,,
INE681Q01015,,,DELTA,539596,BSE,BSE/Yahoo Finance,539596.BO,,,,
INE682B01023,,,ICSL,539149,BSE,BSE/Yahoo Finance,539149.BO,,,,
INE682D01011,,,RASANDIK,522207,BSE,BSE/Yahoo Finance,522207.BO,,,,
INE683B01047,,,FIRSTFIN,532379,BSE,BSE/Yahoo Finance,532379.BO,,,,
INE683E01017,,,CORALAB,524506,BSE,BSE/Yahoo Finance,524506.BO,,,,
INE684B01029,,,ISTLTD,508807,BSE,BSE/Yahoo Finance,508807.BO,,,,
INE684D01025,,,RGF,539669,BSE,BSE/Yahoo Finance,539669.BO,,,,
INE684U01011,,,IGLFXPL-B,506945,BSE,BSE/Yahoo Finance,506945.BO,,,,
INE685D01022,,,VAMA,512175,BSE,BSE/Yahoo Finance,512175.BO,,,,
INE685Z01033,,,RAJNISH,541601,BSE,BSE/Yahoo Finance,541601.BO,,,,
INE686C01014,,,PRIYALT,524580,BSE,BSE/Yahoo Finance,524580.BO,,,,
INE687C01012,,,REXNORD,531888,BSE,BSE/Yahoo Finance,531888.BO,,,,
INE687W01010,,,ZKHANDEN,519064,BSE,BSE/Yahoo Finance,519064.BO,,,,
INE688E01024,,,HERCULES,505720,BSE,BSE/Yahoo Finance,505720.BO,,,,
INE689E01014,,,HISARSP,521068,BSE,BSE/Yahoo Finance,521068.BO,,,,
